tract,ams_res,res_vac,nostat_res,pct_residential_vacant,pct_no_stat,pct_vacant_12mo_plus,period
48141000110,1489,32,7,0.021490933512424447,0.0047011417058428475,0.78125,2025-06
48141000110,1489,31,7,0.020819341840161182,0.0047011417058428475,0.7741935483870968,2025-09
48141000110,1489,27,7,0.018132975151108125,0.0047011417058428475,0.8148148148148148,2025-12
48141000110,1489,24,7,0.016118200134318333,0.0047011417058428475,0.9166666666666666,2026-03
48141000111,1207,14,6,0.0115990057995029,0.004971002485501243,0.6428571428571429,2024-12
48141000111,1207,15,6,0.012427506213753107,0.004971002485501243,0.4666666666666667,2025-03
48141000111,1201,14,0,0.011656952539550375,0.0,0.5714285714285714,2025-06
48141000111,1201,13,0,0.010824313072439634,0.0,0.6153846153846154,2025-09
48141000111,1201,17,0,0.014154870940882597,0.0,0.5294117647058824,2025-12
48141000111,1201,17,0,0.014154870940882597,0.0,0.5294117647058824,2026-03
48141000112,1585,42,4,0.026498422712933754,0.002523659305993691,0.8095238095238095,2024-12
48141000112,1585,39,4,0.024605678233438486,0.002523659305993691,0.8205128205128205,2025-03
48141000112,1585,39,4,0.024605678233438486,0.002523659305993691,0.8717948717948718,2025-06
48141000112,1585,37,4,0.02334384858044164,0.002523659305993691,0.918918918918919,2025-09
48141000112,1585,40,4,0.025236593059936908,0.002523659305993691,0.825,2025-12
48141000112,1585,42,4,0.026498422712933754,0.002523659305993691,0.7857142857142857,2026-03
48141000113,1566,25,1,0.015964240102171137,0.0006385696040868455,0.6,2024-12
48141000113,1566,23,1,0.014687100893997445,0.0006385696040868455,0.6956521739130435,2025-03
48141000113,1566,26,1,0.016602809706257982,0.0006385696040868455,0.7692307692307693,2025-06
48141000113,1566,25,1,0.015964240102171137,0.0006385696040868455,0.76,2025-09
48141000113,1566,22,1,0.0140485312899106,0.0006385696040868455,0.8636363636363636,2025-12
48141000113,1566,22,1,0.0140485312899106,0.0006385696040868455,0.8181818181818182,2026-03
48141000114,1621,21,1,0.012954966070326958,0.0006169031462060457,0.5714285714285714,2024-12
48141000114,1621,22,1,0.013571869216533004,0.0006169031462060457,0.5454545454545454,2025-03
48141000114,1621,23,1,0.01418877236273905,0.0006169031462060457,0.6086956521739131,2025-06
48141000114,1622,23,2,0.014180024660912454,0.0012330456226880395,0.6956521739130435,2025-09
